timestamp,open,high,low,close,volume
2025-03-04T14:16:00Z,289.5300,289.5300,289.5300,289.5300,1207
2025-03-04T14:18:00Z,289.5300,289.5300,289.5300,289.5300,215
2025-03-04T14:25:00Z,290.7700,290.7700,290.7700,290.7700,392
2025-03-04T14:27:00Z,290.7600,290.7600,290.7600,290.7600,364
2025-03-04T14:28:00Z,289.7011,289.7011,289.7011,289.7011,105
2025-03-04T14:29:00Z,289.8500,289.8500,289.8500,289.8500,168
2025-03-04T14:30:00Z,289.9700,290.3450,289.4150,290.3450,5857
2025-03-04T14:31:00Z,290.7050,291.4400,290.7050,291.3450,644
2025-03-04T14:32:00Z,290.9000,290.9000,289.6500,289.6500,1152
2025-03-04T14:33:00Z,289.2000,289.7700,288.8000,289.1650,2042
2025-03-04T14:34:00Z,289.6000,289.6750,288.5850,289.6750,2455
2025-03-04T14:35:00Z,289.3500,289.8050,289.2650,289.5150,1181
2025-03-04T14:36:00Z,289.5000,291.3450,289.2400,291.3450,2117
2025-03-04T14:37:00Z,290.2100,290.6150,290.2100,290.6150,749
2025-03-04T14:38:00Z,290.6300,290.9400,290.6300,290.9400,719
2025-03-04T14:39:00Z,291.1200,291.1200,290.8500,290.9800,590
2025-03-04T14:40:00Z,290.7600,291.0000,290.5000,291.0000,1849
2025-03-04T14:41:00Z,290.6400,290.6400,290.2700,290.3200,601
2025-03-04T14:42:00Z,290.1900,290.1900,289.5800,289.8275,5945
2025-03-04T14:43:00Z,289.6600,289.6600,289.2250,289.2250,406
2025-03-04T14:44:00Z,289.4800,290.3300,289.4750,290.1800,2588
2025-03-04T14:45:00Z,290.3000,290.3300,290.1100,290.3000,918
2025-03-04T14:46:00Z,290.0600,290.0700,290.0600,290.0700,622
2025-03-04T14:47:00Z,290.9400,291.2200,290.7500,290.9500,1130
2025-03-04T14:48:00Z,290.9400,291.0000,290.9400,291.0000,829
2025-03-04T14:49:00Z,289.9500,290.0500,289.6500,289.8350,1193
2025-03-04T14:50:00Z,289.2100,289.2100,289.2100,289.2100,240
2025-03-04T14:51:00Z,289.2200,289.2200,289.2200,289.2200,230
2025-03-04T14:52:00Z,289.2400,289.4600,288.4650,288.5300,17399
2025-03-04T14:53:00Z,288.1850,288.3800,288.1850,288.3800,692
2025-03-04T14:54:00Z,288.5300,288.5800,288.2300,288.5800,636
2025-03-04T14:55:00Z,288.6400,288.7600,288.3500,288.3500,1571
2025-03-04T14:56:00Z,288.2100,288.2700,288.1850,288.2100,882
2025-03-04T14:57:00Z,288.1800,288.2500,288.1800,288.2500,347
2025-03-04T14:58:00Z,288.0600,288.0600,288.0000,288.0000,661
2025-03-04T14:59:00Z,286.8950,286.8950,286.8950,286.8950,493
2025-03-04T15:00:00Z,286.2350,286.7200,286.2000,286.7200,2079
2025-03-04T15:01:00Z,286.5600,287.1500,286.5600,286.9750,2824
2025-03-04T15:02:00Z,287.0000,287.0000,286.6200,286.7250,598
2025-03-04T15:03:00Z,286.6000,287.0050,286.5750,286.9900,1795
2025-03-04T15:04:00Z,287.1400,287.3500,286.9000,286.9000,622
2025-03-04T15:05:00Z,287.0600,287.0600,286.5400,286.5400,345
2025-03-04T15:06:00Z,286.5000,286.6100,286.4750,286.5900,1414
2025-03-04T15:07:00Z,286.3000,286.3000,286.1400,286.2800,1116
2025-03-04T15:08:00Z,285.8650,286.0400,285.8100,286.0350,922
2025-03-04T15:09:00Z,286.0950,286.0950,285.7000,285.7000,570
2025-03-04T15:10:00Z,285.7900,286.0550,285.7000,285.7000,737
2025-03-04T15:11:00Z,285.8500,285.9400,285.7050,285.8500,1110
2025-03-04T15:12:00Z,285.9400,286.5100,285.9400,286.2300,2565
2025-03-04T15:13:00Z,286.4500,286.4500,286.1300,286.2700,732
2025-03-04T15:14:00Z,286.4700,286.7200,285.7950,285.7950,1167
2025-03-04T15:15:00Z,285.6200,285.7600,285.4150,285.4150,839
2025-03-04T15:16:00Z,285.4500,285.4500,285.0000,285.0800,895
2025-03-04T15:17:00Z,284.5600,284.6650,284.3400,284.4800,2290
2025-03-04T15:18:00Z,284.1200,284.1200,284.1200,284.1200,509
2025-03-04T15:19:00Z,283.9700,284.3400,283.8700,284.3400,2227
2025-03-04T15:20:00Z,284.3850,284.3850,283.5250,283.5250,2046
2025-03-04T15:21:00Z,283.3400,283.3400,283.1950,283.2100,1424
2025-03-04T15:22:00Z,283.1650,283.7800,283.0000,283.7800,3431
2025-03-04T15:23:00Z,283.9750,284.0200,283.7100,283.7100,1302
2025-03-04T15:24:00Z,283.5900,283.8500,283.4900,283.8500,2079
2025-03-04T15:25:00Z,283.5500,283.7500,283.5450,283.7500,1606
2025-03-04T15:26:00Z,283.3600,283.7500,283.3600,283.7500,1522
2025-03-04T15:27:00Z,283.7500,283.8800,283.7500,283.7500,4307
2025-03-04T15:28:00Z,284.3600,284.5150,284.0000,284.5150,3429
2025-03-04T15:29:00Z,284.5400,284.5400,284.0000,284.0000,2337
2025-03-04T15:30:00Z,284.1600,285.0000,284.0100,285.0000,8034
2025-03-04T15:31:00Z,285.0000,285.2300,285.0000,285.1700,10669
2025-03-04T15:32:00Z,285.0000,285.4350,285.0000,285.4350,7728
2025-03-04T15:33:00Z,285.6000,285.9100,285.6000,285.9100,494
2025-03-04T15:34:00Z,285.9950,286.0200,285.7650,285.8800,1294
2025-03-04T15:35:00Z,285.8800,286.1800,285.8800,286.1300,1453
2025-03-04T15:36:00Z,285.7200,285.9300,285.7200,285.9300,552
2025-03-04T15:37:00Z,286.2700,286.7800,286.2700,286.7800,901
2025-03-04T15:38:00Z,286.1250,286.2800,286.1250,286.2800,445
2025-03-04T15:39:00Z,286.3800,286.5150,286.0000,286.0000,11425
2025-03-04T15:40:00Z,286.0000,286.0000,285.8300,285.9100,15090
2025-03-04T15:41:00Z,285.9100,286.5200,285.9100,286.5200,5544
2025-03-04T15:42:00Z,286.1700,286.1700,286.0000,286.0900,4502
2025-03-04T15:43:00Z,286.0000,286.0000,286.0000,286.0000,9331
2025-03-04T15:44:00Z,286.3500,286.3500,286.3500,286.3500,232
2025-03-04T15:45:00Z,286.2850,286.5300,286.2850,286.5300,996
2025-03-04T15:46:00Z,286.1800,286.1800,285.9100,286.0000,34763
2025-03-04T15:47:00Z,286.0000,286.0000,285.7800,285.9000,5154
2025-03-04T15:48:00Z,286.6700,286.6700,286.6700,286.6700,302
2025-03-04T15:49:00Z,286.7100,286.7900,286.7100,286.7900,281
2025-03-04T15:50:00Z,286.3100,286.3200,286.0000,286.0000,5486
2025-03-04T15:51:00Z,286.0000,286.1500,285.7300,285.7300,18189
2025-03-04T15:52:00Z,285.6500,285.7300,285.2250,285.3150,867
2025-03-04T15:53:00Z,285.4200,285.4800,285.0600,285.0600,1407
2025-03-04T15:54:00Z,285.2000,285.2400,284.6200,284.8450,1768
2025-03-04T15:55:00Z,284.4700,284.6100,284.4700,284.6100,738
2025-03-04T15:56:00Z,284.8400,284.8400,284.8400,284.8400,273
2025-03-04T15:57:00Z,284.8650,284.9400,284.5700,284.7900,27696
2025-03-04T15:58:00Z,284.6700,284.8900,284.6700,284.8900,1064
2025-03-04T15:59:00Z,284.8650,285.3000,284.8650,285.3000,816
2025-03-04T16:00:00Z,284.8400,284.8400,284.6650,284.7200,600
2025-03-04T16:01:00Z,285.1450,285.1450,285.1450,285.1450,690
2025-03-04T16:02:00Z,284.3100,284.4700,284.1200,284.4700,1179
2025-03-04T16:03:00Z,284.6950,284.8400,284.6950,284.8400,345
2025-03-04T16:04:00Z,284.8300,284.8700,284.1200,284.1200,721
2025-03-04T16:05:00Z,284.1750,284.4600,284.1700,284.4600,779
2025-03-04T16:06:00Z,284.3900,284.5650,284.3800,284.5650,1173
2025-03-04T16:07:00Z,284.6700,284.6700,284.6700,284.6700,242
2025-03-04T16:08:00Z,284.4400,284.4400,283.9200,283.9200,538
2025-03-04T16:09:00Z,283.8300,283.9800,283.7700,283.9800,588
2025-03-04T16:10:00Z,283.8700,283.8700,283.8400,283.8400,620
2025-03-04T16:11:00Z,284.0950,284.3400,284.0950,284.3400,696
2025-03-04T16:12:00Z,284.0400,284.0400,283.8200,283.8200,357
2025-03-04T16:13:00Z,283.9500,284.3800,283.9500,284.3800,1620
2025-03-04T16:14:00Z,284.4550,284.6500,284.2500,284.5000,10943
2025-03-04T16:15:00Z,284.5200,284.5400,284.3200,284.3200,1542
2025-03-04T16:16:00Z,284.3700,284.4200,284.2700,284.3800,784
2025-03-04T16:17:00Z,283.7800,283.8100,283.5800,283.8100,1208
2025-03-04T16:18:00Z,283.7000,283.7700,283.6000,283.6000,543
2025-03-04T16:19:00Z,283.2700,283.2700,283.2700,283.2700,270
2025-03-04T16:20:00Z,283.2500,283.7200,283.2500,283.7200,2106
2025-03-04T16:21:00Z,283.6200,283.6200,283.4400,283.4400,413
2025-03-04T16:22:00Z,283.3600,283.4900,283.3600,283.4900,2590
2025-03-04T16:23:00Z,283.2900,283.2900,283.1900,283.1900,481
2025-03-04T16:24:00Z,282.8300,282.9300,282.8300,282.9000,1888
2025-03-04T16:25:00Z,282.8300,282.8300,282.8300,282.8300,110
2025-03-04T16:26:00Z,282.7800,283.0300,282.7800,283.0100,890
2025-03-04T16:27:00Z,283.0900,283.0900,282.9200,282.9200,407
2025-03-04T16:28:00Z,282.9300,283.1350,282.7400,282.7400,957
2025-03-04T16:29:00Z,282.5100,282.7000,282.2700,282.7000,1391
2025-03-04T16:30:00Z,282.9700,282.9700,282.8000,282.8000,668
2025-03-04T16:31:00Z,282.9600,282.9600,282.9600,282.9600,216
2025-03-04T16:32:00Z,282.8300,283.0000,282.8200,282.9600,755
2025-03-04T16:33:00Z,282.9900,282.9900,282.8700,282.9200,836
2025-03-04T16:34:00Z,282.7300,283.0400,282.6700,283.0400,740
2025-03-04T16:35:00Z,282.8900,282.8900,282.6500,282.7100,765
2025-03-04T16:36:00Z,282.7800,282.7800,282.6300,282.6300,485
2025-03-04T16:37:00Z,282.7900,283.0400,282.7900,283.0400,1702
2025-03-04T16:38:00Z,282.9800,282.9800,282.6000,282.6300,705
2025-03-04T16:39:00Z,282.5600,282.5600,282.5200,282.5200,1094
2025-03-04T16:40:00Z,282.4400,282.6200,282.4400,282.6200,504
2025-03-04T16:41:00Z,282.6200,282.6400,282.6200,282.6400,453
2025-03-04T16:42:00Z,282.8900,283.0300,282.8900,283.0300,1211
2025-03-04T16:43:00Z,283.1850,283.2800,283.1850,283.2800,598
2025-03-04T16:44:00Z,283.4200,283.6800,283.4200,283.6800,1933
2025-03-04T16:45:00Z,283.7600,283.8400,283.7600,283.8300,808
2025-03-04T16:46:00Z,283.6900,283.7800,283.4600,283.4600,1767
2025-03-04T16:47:00Z,283.4800,283.5450,283.3500,283.3500,948
2025-03-04T16:48:00Z,283.4400,283.4400,283.0400,283.0800,964
2025-03-04T16:49:00Z,283.1050,283.6100,283.0500,283.6100,2431
2025-03-04T16:50:00Z,283.6200,283.8940,283.4200,283.6100,16601
2025-03-04T16:51:00Z,283.6200,283.6300,283.3300,283.3300,706
2025-03-04T16:52:00Z,283.0900,283.3500,283.0550,283.3500,1098
2025-03-04T16:53:00Z,283.3800,283.8200,283.3800,283.8200,969
2025-03-04T16:54:00Z,283.8700,283.8700,283.7700,283.7700,306
2025-03-04T16:55:00Z,283.7700,283.8400,283.7600,283.7600,854
2025-03-04T16:56:00Z,283.6500,283.7000,283.6500,283.7000,252
2025-03-04T16:57:00Z,283.7500,283.9000,283.5800,283.8350,19489
2025-03-04T16:58:00Z,283.8100,283.8500,283.7200,283.8100,5725
2025-03-04T16:59:00Z,283.8100,283.8700,283.4100,283.5000,2308
2025-03-04T17:00:00Z,283.7200,283.7200,283.4800,283.7000,642
2025-03-04T17:01:00Z,283.5300,283.5300,283.5300,283.5300,192
2025-03-04T17:02:00Z,283.4350,283.8600,283.4350,283.7450,12657
2025-03-04T17:03:00Z,283.7400,283.7600,283.6300,283.6300,577
2025-03-04T17:04:00Z,283.8500,283.8500,283.5600,283.5600,1358
2025-03-04T17:05:00Z,283.5200,283.5200,283.4900,283.4900,278
2025-03-04T17:06:00Z,283.2700,283.2700,283.2050,283.2050,345
2025-03-04T17:07:00Z,282.7900,282.7900,282.7900,282.7900,201
2025-03-04T17:08:00Z,282.5900,282.8300,282.5100,282.8300,1182
2025-03-04T17:09:00Z,282.6100,282.6100,282.6100,282.6100,133
2025-03-04T17:10:00Z,282.5200,282.8100,282.5200,282.8100,1024
2025-03-04T17:11:00Z,282.8400,282.8400,282.7300,282.7300,468
2025-03-04T17:12:00Z,282.6400,282.9850,282.6400,282.9850,762
2025-03-04T17:13:00Z,282.9550,283.0250,282.8400,283.0250,689
2025-03-04T17:14:00Z,283.1700,283.2300,283.1700,283.2300,487
2025-03-04T17:15:00Z,283.3200,283.4850,283.3150,283.4850,771
2025-03-04T17:16:00Z,283.6600,283.6800,283.6500,283.6500,382
2025-03-04T17:17:00Z,283.6200,283.6200,283.4000,283.4700,1331
2025-03-04T17:18:00Z,283.4350,283.7050,283.4350,283.7050,12817
2025-03-04T17:19:00Z,283.5700,283.5750,283.4900,283.5750,1223
2025-03-04T17:20:00Z,283.7500,283.8500,283.7500,283.8500,668
2025-03-04T17:21:00Z,283.7700,284.0000,283.7700,284.0000,1006
2025-03-04T17:22:00Z,284.5200,284.6250,284.4600,284.4600,548
2025-03-04T17:23:00Z,284.4800,284.4800,284.4800,284.4800,139
2025-03-04T17:24:00Z,284.1850,284.3300,284.1850,284.3300,662
2025-03-04T17:25:00Z,284.5000,284.5000,284.5000,284.5000,441
2025-03-04T17:26:00Z,284.6600,284.6600,284.6600,284.6600,155
2025-03-04T17:27:00Z,285.0700,285.0700,285.0700,285.0700,264
2025-03-04T17:28:00Z,285.2700,285.5200,285.2700,285.4700,629
2025-03-04T17:29:00Z,285.4700,285.5050,285.4700,285.5050,638
2025-03-04T17:30:00Z,285.3750,285.4600,285.3600,285.4150,1472
2025-03-04T17:31:00Z,285.4100,285.4100,285.0000,285.1300,1572
2025-03-04T17:32:00Z,284.8500,285.1700,284.8500,285.0000,1803
2025-03-04T17:33:00Z,284.8300,284.8850,284.8300,284.8850,422
2025-03-04T17:34:00Z,284.9900,285.0850,284.9900,285.0850,403
2025-03-04T17:35:00Z,285.2500,285.2500,285.1300,285.1300,300
2025-03-04T17:36:00Z,285.4750,285.6200,285.4750,285.6200,772
2025-03-04T17:37:00Z,285.7300,285.7300,285.7300,285.7300,546
2025-03-04T17:38:00Z,285.6700,285.6700,285.6200,285.6200,602
2025-03-04T17:39:00Z,285.5550,285.5550,285.4500,285.4500,741
2025-03-04T17:40:00Z,285.4150,285.5900,285.2500,285.2600,1562
2025-03-04T17:41:00Z,285.2500,285.2500,285.0000,285.0000,864
2025-03-04T17:42:00Z,284.9600,284.9600,284.9600,284.9600,694
2025-03-04T17:43:00Z,285.1200,285.1200,284.9500,284.9600,1183
2025-03-04T17:44:00Z,284.8500,284.8500,284.7700,284.7700,914
2025-03-04T17:45:00Z,284.9400,284.9400,284.7400,284.9000,819
2025-03-04T17:46:00Z,284.9600,284.9600,284.9600,284.9600,335
2025-03-04T17:47:00Z,284.7300,284.7300,284.7300,284.7300,479
2025-03-04T17:48:00Z,284.7850,284.9350,284.7800,284.7800,1363
2025-03-04T17:49:00Z,284.5700,284.5700,284.5700,284.5700,506
2025-03-04T17:50:00Z,284.7200,284.7200,284.3200,284.3200,380
2025-03-04T17:51:00Z,284.4350,284.4350,284.4350,284.4350,100
2025-03-04T17:52:00Z,283.9500,283.9500,283.8800,283.8800,586
2025-03-04T17:53:00Z,284.0550,284.0550,284.0550,284.0550,271
2025-03-04T17:54:00Z,284.3300,284.5000,284.3300,284.4450,3616
2025-03-04T17:55:00Z,284.1100,284.1100,284.1100,284.1100,237
2025-03-04T17:56:00Z,284.3700,284.3700,284.0500,284.1250,7527
2025-03-04T17:57:00Z,284.1600,284.1600,284.1600,284.1600,124
2025-03-04T17:58:00Z,284.1600,284.1634,283.9400,284.0000,7184
2025-03-04T17:59:00Z,284.0300,284.2000,284.0300,284.2000,5951
2025-03-04T18:00:00Z,283.8100,284.3900,283.4000,284.3900,1905
2025-03-04T18:01:00Z,284.3900,284.4700,284.0400,284.0400,1103
2025-03-04T18:02:00Z,284.0150,284.0150,284.0150,284.0150,101
2025-03-04T18:03:00Z,284.0150,284.5500,284.0150,284.5500,512
2025-03-04T18:04:00Z,284.7000,284.7000,284.7000,284.7000,128
2025-03-04T18:05:00Z,284.4900,284.5800,284.4900,284.5800,207
2025-03-04T18:06:00Z,284.7600,284.7700,284.5100,284.6900,4901
2025-03-04T18:07:00Z,284.6500,284.8300,284.6375,284.6600,3607
2025-03-04T18:08:00Z,284.6300,285.3864,284.6300,285.3864,5374
2025-03-04T18:09:00Z,285.3800,285.6200,285.2639,285.5650,4474
2025-03-04T18:10:00Z,285.8200,285.8200,285.8200,285.8200,144
2025-03-04T18:11:00Z,286.1750,286.1750,286.1750,286.1750,347
2025-03-04T18:12:00Z,286.1000,286.1000,286.1000,286.1000,114
2025-03-04T18:13:00Z,286.3550,286.4700,286.3550,286.4700,490
2025-03-04T18:14:00Z,286.3500,286.3650,286.3500,286.3650,385
2025-03-04T18:15:00Z,286.3300,286.3300,286.1100,286.1100,306
2025-03-04T18:16:00Z,285.9300,285.9300,285.4800,285.5850,6611
2025-03-04T18:17:00Z,285.4500,285.4900,285.3300,285.4900,638
2025-03-04T18:18:00Z,285.5200,285.5200,285.5200,285.5200,208
2025-03-04T18:19:00Z,285.5100,285.6700,285.5100,285.6700,325
2025-03-04T18:20:00Z,285.3150,285.3150,285.3150,285.3150,115
2025-03-04T18:21:00Z,285.2200,285.2200,285.2200,285.2200,122
2025-03-04T18:22:00Z,285.2500,285.2500,284.8300,284.8300,513
2025-03-04T18:23:00Z,284.8900,284.8900,284.4400,284.6500,1434
2025-03-04T18:24:00Z,284.8250,284.8250,284.6100,284.6100,6015
2025-03-04T18:25:00Z,284.6650,284.6850,284.6650,284.6850,348
2025-03-04T18:26:00Z,284.7150,284.7150,284.7100,284.7100,386
2025-03-04T18:27:00Z,284.6500,284.6500,284.6500,284.6500,304
2025-03-04T18:28:00Z,284.3550,284.3600,284.3550,284.3600,468
2025-03-04T18:29:00Z,284.4450,284.4800,284.3900,284.4800,544
2025-03-04T18:30:00Z,284.4900,284.4900,284.3750,284.3750,278
2025-03-04T18:31:00Z,284.6200,284.6200,284.6200,284.6200,605
2025-03-04T18:32:00Z,284.9800,284.9800,284.9800,284.9800,225
2025-03-04T18:33:00Z,285.2600,285.3000,285.2600,285.3000,464
2025-03-04T18:34:00Z,285.5600,285.5600,285.5600,285.5600,196
2025-03-04T18:35:00Z,285.8700,285.8700,285.6800,285.6800,256
2025-03-04T18:36:00Z,285.7100,285.8200,285.5200,285.6600,6138
2025-03-04T18:37:00Z,285.5100,285.6600,285.0000,285.6600,4166
2025-03-04T18:38:00Z,285.7200,285.7200,285.7200,285.7200,103
2025-03-04T18:39:00Z,285.8700,285.8700,285.8700,285.8700,523
2025-03-04T18:40:00Z,285.9500,286.0150,285.9500,286.0150,221
2025-03-04T18:41:00Z,285.8400,285.9750,285.7800,285.9750,454
2025-03-04T18:42:00Z,286.3700,286.3800,286.2700,286.2700,540
2025-03-04T18:43:00Z,286.2200,286.2200,286.1600,286.1600,355
2025-03-04T18:44:00Z,286.0800,286.0800,285.9500,285.9500,318
2025-03-04T18:45:00Z,286.2800,286.2800,286.1900,286.2500,891
2025-03-04T18:46:00Z,286.2900,286.6250,286.2900,286.5850,14411
2025-03-04T18:47:00Z,286.7200,286.7200,286.7200,286.7200,268
2025-03-04T18:48:00Z,287.0250,287.0250,286.8600,286.8600,636
2025-03-04T18:49:00Z,286.7300,286.7300,286.4600,286.4600,440
2025-03-04T18:50:00Z,286.5700,286.5700,286.4700,286.4700,806
2025-03-04T18:51:00Z,286.7250,286.7300,286.7250,286.7300,3349
2025-03-04T18:52:00Z,286.6850,286.8400,286.6850,286.8400,4440
2025-03-04T18:53:00Z,286.7900,286.9600,286.7500,286.9600,803
2025-03-04T18:54:00Z,286.8200,286.8200,286.8200,286.8200,788
2025-03-04T18:55:00Z,287.0800,287.0800,287.0100,287.0100,519
2025-03-04T18:56:00Z,287.0150,287.1000,287.0150,287.1000,575
2025-03-04T18:57:00Z,287.5300,287.5300,287.5100,287.5100,376
2025-03-04T18:58:00Z,287.4800,287.8700,287.4800,287.8700,1256
2025-03-04T18:59:00Z,287.5700,287.5700,287.4100,287.4900,563
2025-03-04T19:00:00Z,287.6850,287.6850,287.6200,287.6200,540
2025-03-04T19:01:00Z,287.7850,287.7850,287.7850,287.7850,102
2025-03-04T19:02:00Z,287.9750,287.9750,287.9750,287.9750,194
2025-03-04T19:03:00Z,288.1700,288.4400,288.0725,288.4400,7288
2025-03-04T19:04:00Z,288.2150,288.2150,288.2150,288.2150,203
2025-03-04T19:05:00Z,288.0850,288.1350,288.0400,288.0400,812
2025-03-04T19:06:00Z,288.1900,288.2500,288.1900,288.2500,546
2025-03-04T19:07:00Z,288.2850,288.2850,288.2850,288.2850,425
2025-03-04T19:08:00Z,288.5400,288.5400,288.5400,288.5400,417
2025-03-04T19:09:00Z,288.4800,288.4800,288.4100,288.4100,787
2025-03-04T19:10:00Z,288.3300,288.4700,288.2000,288.2000,875
2025-03-04T19:11:00Z,288.1850,288.2100,288.0400,288.2100,620
2025-03-04T19:12:00Z,288.2800,288.2800,288.1600,288.1600,376
2025-03-04T19:13:00Z,288.1000,288.1000,288.0300,288.0300,455
2025-03-04T19:14:00Z,288.1300,288.4661,288.1300,288.4600,5199
2025-03-04T19:15:00Z,288.3300,288.3400,288.3300,288.3400,313
2025-03-04T19:16:00Z,288.5800,288.5800,288.5800,288.5800,102
2025-03-04T19:17:00Z,288.5750,288.5750,288.5750,288.5750,118
2025-03-04T19:18:00Z,288.4300,288.7500,288.4300,288.7500,310
2025-03-04T19:19:00Z,288.5850,288.5850,288.5850,288.5850,444
2025-03-04T19:20:00Z,288.6600,288.7400,288.6600,288.7400,297
2025-03-04T19:21:00Z,288.7900,288.7900,288.7800,288.7800,309
2025-03-04T19:22:00Z,289.0000,289.0100,289.0000,289.0100,210
2025-03-04T19:23:00Z,289.2550,289.7100,289.2550,289.7100,676
2025-03-04T19:24:00Z,289.7000,289.7000,289.4500,289.5350,586
2025-03-04T19:25:00Z,289.7150,289.7150,289.6950,289.6950,389
2025-03-04T19:26:00Z,289.6300,289.6400,289.0250,289.0250,1480
2025-03-04T19:27:00Z,289.1200,289.3300,289.1200,289.3300,241
2025-03-04T19:28:00Z,289.1250,289.3700,289.1250,289.3700,223
2025-03-04T19:29:00Z,289.3100,289.3100,288.8450,288.8450,396
2025-03-04T19:30:00Z,288.8400,288.9500,288.6450,288.7150,897
2025-03-04T19:31:00Z,288.6400,288.7100,288.6400,288.7050,887
2025-03-04T19:32:00Z,288.7350,288.8800,288.7350,288.8500,1335
2025-03-04T19:33:00Z,288.7150,288.7150,288.3800,288.3800,645
2025-03-04T19:34:00Z,288.3500,288.6100,288.3500,288.5400,798
2025-03-04T19:35:00Z,288.2800,288.5250,288.0400,288.5250,4077
2025-03-04T19:36:00Z,288.6650,288.6650,288.6200,288.6200,562
2025-03-04T19:37:00Z,288.8700,289.0300,288.8700,288.9650,1022
2025-03-04T19:38:00Z,288.9700,289.1000,288.9700,289.1000,767
2025-03-04T19:39:00Z,289.1100,289.1100,289.1100,289.1100,444
2025-03-04T19:40:00Z,289.2300,289.4400,289.2200,289.2200,418
2025-03-04T19:41:00Z,289.1700,289.1700,288.9500,288.9700,582
2025-03-04T19:42:00Z,289.1200,289.1200,289.1200,289.1200,376
2025-03-04T19:43:00Z,289.1100,289.2050,289.1100,289.2050,1308
2025-03-04T19:44:00Z,289.2200,289.3050,289.2200,289.3050,304
2025-03-04T19:45:00Z,289.3000,289.3000,289.2800,289.2800,472
2025-03-04T19:46:00Z,289.6350,289.6350,289.6300,289.6300,377
2025-03-04T19:47:00Z,289.6000,289.6000,289.5700,289.5700,680
2025-03-04T19:48:00Z,289.0400,289.4500,289.0400,289.4500,501
2025-03-04T19:49:00Z,289.2900,289.4200,289.0500,289.1750,7162
2025-03-04T19:50:00Z,289.2400,289.4100,289.0900,289.4100,471
2025-03-04T19:51:00Z,289.4900,289.6100,289.3800,289.6100,570
2025-03-04T19:52:00Z,289.6000,289.6000,289.6000,289.6000,100
2025-03-04T19:53:00Z,289.4200,289.4200,289.4200,289.4200,329
2025-03-04T19:54:00Z,289.4200,289.4200,289.3100,289.3100,304
2025-03-04T19:55:00Z,289.5200,289.5650,289.5200,289.5650,243
2025-03-04T19:56:00Z,289.5700,289.5700,289.2400,289.2400,405
